"model","year","scenario","variable_rename","diff"
"USREP-ReEDS",2025,"IRA","CO2",9.21992729399994
"USREP-ReEDS",2030,"IRA","CO2",-22.1888549499999
"USREP-ReEDS",2035,"IRA","CO2",-69.7264007500003
"EPS-EI",2025,"IRA","CO2",-3.17827980000015
"EPS-EI",2030,"IRA","CO2",-44.2312505
"EPS-EI",2035,"IRA","CO2",-109.40736591
"GCAM-CGS",2025,"IRA","CO2",-52.97456571
"GCAM-CGS",2030,"IRA","CO2",-107.72516402
"GCAM-CGS",2035,"IRA","CO2",-52.40736887
"GCAM-PNNL",2025,"IRA","CO2",-26.5885894829139
"GCAM-PNNL",2030,"IRA","CO2",-83.0991007835974
"GCAM-PNNL",2035,"IRA","CO2",-137.562217747618
"MARKAL-NETL",2025,"IRA","CO2",4.77502090000007
"MARKAL-NETL",2030,"IRA","CO2",-15.1599840000001
"MARKAL-NETL",2035,"IRA","CO2",-74.1637806699998
"NEMS-RHG",2025,"IRA","CO2",1.503760134
"NEMS-RHG",2030,"IRA","CO2",-24.5922704699999
"NEMS-RHG",2035,"IRA","CO2",-36.3584116899999
"OP-NEMS",2022,"IRA","CO2",-1.00109900000007
"OP-NEMS",2023,"IRA","CO2",-1.0463870000001
"OP-NEMS",2024,"IRA","CO2",-5.33398499999998
"OP-NEMS",2025,"IRA","CO2",-4.95227100000011
"OP-NEMS",2026,"IRA","CO2",-10.5079350000001
"OP-NEMS",2027,"IRA","CO2",-19.380005
"OP-NEMS",2028,"IRA","CO2",-31.5352780000001
"OP-NEMS",2029,"IRA","CO2",-48.363769
"OP-NEMS",2030,"IRA","CO2",-66.8314209999999
"OP-NEMS",2031,"IRA","CO2",-86.7089840000001
"OP-NEMS",2032,"IRA","CO2",-106.470459
"OP-NEMS",2033,"IRA","CO2",-124.587402
"OP-NEMS",2034,"IRA","CO2",-144.068482
"OP-NEMS",2035,"IRA","CO2",-159.838379
"REGEN-EPRI",2025,"IRA","CO2",1.52649528999973
"REGEN-EPRI",2030,"IRA","CO2",-26.5206619100002
"REGEN-EPRI",2035,"IRA","CO2",-96.70808029
"RIO-REPEAT",2025,"IRA","CO2",-9.38433007000003
"RIO-REPEAT",2030,"IRA","CO2",-79.2065875599999
"RIO-REPEAT",2035,"IRA","CO2",-241.20431448
"AEO.2023",2022,"IRA","CO2",-0.181274999999914
"AEO.2023",2023,"IRA","CO2",-7.43066399999998
"AEO.2023",2024,"IRA","CO2",-10.3139650000001
"AEO.2023",2025,"IRA","CO2",-9.17993200000001
"AEO.2023",2026,"IRA","CO2",-13.1556399999999
"AEO.2023",2027,"IRA","CO2",-17.441284
"AEO.2023",2028,"IRA","CO2",-11.811768
"AEO.2023",2029,"IRA","CO2",-14.040039
"AEO.2023",2030,"IRA","CO2",-15.057495
"AEO.2023",2031,"IRA","CO2",-15.1511229999999
"AEO.2023",2032,"IRA","CO2",-14.9858399999998
"AEO.2023",2033,"IRA","CO2",-16.503418
"AEO.2023",2034,"IRA","CO2",-19.3535160000001
"AEO.2023",2035,"IRA","CO2",-22.6403809999999
"USREP-ReEDS",2021,"Historic","CO2",0
"EPS-EI",2021,"Historic","CO2",0
"GCAM-CGS",2021,"Historic","CO2",0
"GCAM-PNNL",2021,"Historic","CO2",0
"MARKAL-NETL",2021,"Historic","CO2",0
"NEMS-RHG",2021,"Historic","CO2",0
"OP-NEMS",2021,"Historic","CO2",0
"REGEN-EPRI",2021,"Historic","CO2",0
"RIO-REPEAT",2021,"Historic","CO2",0
"AEO.2023",2021,"Historic","CO2",0
